,time,category,field,value,score
671,2025-03-17 07:00:00+00:00,Thermal comfort,Temperature (°C),18.286297133333342,100.0
672,2025-03-17 08:00:00+00:00,Acoustics,Sound pressure (dB(A)),42.75,22.0
673,2025-03-17 08:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
675,2025-03-17 08:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),442.175,100.0
676,2025-03-17 08:00:00+00:00,Air quality,Relative humidity (R.H.) (%),52.40583333333332,87.0
678,2025-03-17 08:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
679,2025-03-17 08:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),3.8833333333333337,100.0
680,2025-03-17 08:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),3.8833333333333337,95.0
682,2025-03-17 08:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
683,2025-03-17 08:00:00+00:00,Thermal comfort,Temperature (°C),17.97129713333333,100.0
684,2025-03-17 09:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.333333333333336,0.1
685,2025-03-17 09:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
687,2025-03-17 09:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),434.55833333333334,100.0
688,2025-03-17 09:00:00+00:00,Air quality,Relative humidity (R.H.) (%),52.31166666666664,88.0
690,2025-03-17 09:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
691,2025-03-17 09:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),10.85,96.0
692,2025-03-17 09:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),7.7666666666666675,79.0
694,2025-03-17 09:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
695,2025-03-17 09:00:00+00:00,Thermal comfort,Temperature (°C),17.73713046666667,100.0
696,2025-03-17 10:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.16666666666666,0.1
697,2025-03-17 10:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
699,2025-03-17 10:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),431.2583333333333,100.0
700,2025-03-17 10:00:00+00:00,Air quality,Relative humidity (R.H.) (%),52.483333333333306,87.0
702,2025-03-17 10:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
703,2025-03-17 10:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.449999999999998,95.0
704,2025-03-17 10:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.533333333333333,73.0
706,2025-03-17 10:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
707,2025-03-17 10:00:00+00:00,Thermal comfort,Temperature (°C),17.55963046666667,100.0
708,2025-03-17 11:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.41666666666666,0.1
709,2025-03-17 11:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
711,2025-03-17 11:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),433.57651515151514,100.0
712,2025-03-17 11:00:00+00:00,Air quality,Relative humidity (R.H.) (%),52.77909090909091,86.0
714,2025-03-17 11:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
715,2025-03-17 11:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),13.216666666666667,92.0
716,2025-03-17 11:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.299999999999999,74.0
718,2025-03-17 11:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
719,2025-03-17 11:00:00+00:00,Thermal comfort,Temperature (°C),17.4650850121212,100.0
720,2025-03-17 12:00:00+00:00,Acoustics,Sound pressure (dB(A)),46.5,0.1
721,2025-03-17 12:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
723,2025-03-17 12:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),430.42499999999995,100.0
724,2025-03-17 12:00:00+00:00,Air quality,Relative humidity (R.H.) (%),54.43416666666667,77.0
726,2025-03-17 12:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
727,2025-03-17 12:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),9.65,98.0
728,2025-03-17 12:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),8.483333333333334,76.0
730,2025-03-17 12:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
731,2025-03-17 12:00:00+00:00,Thermal comfort,Temperature (°C),17.357963800000007,100.0
732,2025-03-17 13:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.41666666666666,0.1
733,2025-03-17 13:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
735,2025-03-17 13:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),426.55833333333334,100.0
736,2025-03-17 13:00:00+00:00,Air quality,Relative humidity (R.H.) (%),56.09166666666666,69.0
738,2025-03-17 13:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
739,2025-03-17 13:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),12.391666666666667,94.0
740,2025-03-17 13:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.225,73.0
742,2025-03-17 13:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
743,2025-03-17 13:00:00+00:00,Thermal comfort,Temperature (°C),17.261297133333333,100.0
744,2025-03-17 14:00:00+00:00,Acoustics,Sound pressure (dB(A)),53.0,0.1
745,2025-03-17 14:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
747,2025-03-17 14:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),457.55833333333334,100.0
748,2025-03-17 14:00:00+00:00,Air quality,Relative humidity (R.H.) (%),55.40583333333333,72.0
750,2025-03-17 14:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
751,2025-03-17 14:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),57.83333333333334,45.0
752,2025-03-17 14:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),48.833333333333336,17.0
754,2025-03-17 14:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
755,2025-03-17 14:00:00+00:00,Thermal comfort,Temperature (°C),17.22879713333333,100.0
756,2025-03-17 15:00:00+00:00,Acoustics,Sound pressure (dB(A)),64.33333333333333,0.1
757,2025-03-17 15:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
759,2025-03-17 15:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1906.4333333333334,10.0
760,2025-03-17 15:00:00+00:00,Air quality,Relative humidity (R.H.) (%),56.871818181818185,65.0
762,2025-03-17 15:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
763,2025-03-17 15:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),62.975,45.0
764,2025-03-17 15:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),56.14166666666666,17.0
766,2025-03-17 15:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
767,2025-03-17 15:00:00+00:00,Thermal comfort,Temperature (°C),18.48932743636364,100.0
768,2025-03-17 16:00:00+00:00,Acoustics,Sound pressure (dB(A)),50.5,0.1
769,2025-03-17 16:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
771,2025-03-17 16:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1689.8093220338983,25.0
772,2025-03-17 16:00:00+00:00,Air quality,Relative humidity (R.H.) (%),55.88319209039548,70.0
774,2025-03-17 16:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
775,2025-03-17 16:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),31.905367231638415,67.0
776,2025-03-17 16:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),29.48870056497175,33.0
778,2025-03-17 16:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
779,2025-03-17 16:00:00+00:00,Thermal comfort,Temperature (°C),18.721805607909616,100.0
780,2025-03-17 17:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.833333333333336,0.1
781,2025-03-17 17:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
783,2025-03-17 17:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),606.2833333333333,100.0
784,2025-03-17 17:00:00+00:00,Air quality,Relative humidity (R.H.) (%),54.25916666666666,78.0
786,2025-03-17 17:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
787,2025-03-17 17:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.591666666666667,96.0
788,2025-03-17 17:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),10.258333333333333,72.0
790,2025-03-17 17:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
791,2025-03-17 17:00:00+00:00,Thermal comfort,Temperature (°C),18.1054638,100.0
792,2025-03-17 18:00:00+00:00,Acoustics,Sound pressure (dB(A)),48.833333333333336,0.1
793,2025-03-17 18:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
795,2025-03-17 18:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),472.025,100.0
796,2025-03-17 18:00:00+00:00,Air quality,Relative humidity (R.H.) (%),54.389999999999986,78.0
798,2025-03-17 18:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
799,2025-03-17 18:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.741666666666667,95.0
800,2025-03-17 18:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.241666666666667,74.0
802,2025-03-17 18:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
803,2025-03-17 18:00:00+00:00,Thermal comfort,Temperature (°C),17.764630466666663,100.0
804,2025-03-17 19:00:00+00:00,Acoustics,Sound pressure (dB(A)),55.0,0.1
805,2025-03-17 19:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
807,2025-03-17 19:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),447.59166666666664,100.0
808,2025-03-17 19:00:00+00:00,Air quality,Relative humidity (R.H.) (%),54.146666666666675,79.0
810,2025-03-17 19:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
811,2025-03-17 19:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),19.758333333333333,84.0
812,2025-03-17 19:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.833333333333332,56.0
814,2025-03-17 19:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
815,2025-03-17 19:00:00+00:00,Thermal comfort,Temperature (°C),17.582963800000005,100.0
816,2025-03-17 20:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.5,0.1
817,2025-03-17 20:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
819,2025-03-17 20:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1472.1750000000002,43.0
820,2025-03-17 20:00:00+00:00,Air quality,Relative humidity (R.H.) (%),58.93666666666667,55.0
822,2025-03-17 20:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
823,2025-03-17 20:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.71666666666667,39.0
824,2025-03-17 20:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),67.93333333333332,8.0
826,2025-03-17 20:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
827,2025-03-17 20:00:00+00:00,Thermal comfort,Temperature (°C),18.29296379999999,100.0
828,2025-03-17 21:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.54545454545455,0.1
829,2025-03-17 21:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),5.015235173824131,100.0
831,2025-03-17 21:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3218.783333333333,0.1
832,2025-03-17 21:00:00+00:00,Air quality,Relative humidity (R.H.) (%),63.60249999999999,31.0
834,2025-03-17 21:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
835,2025-03-17 21:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),209.4083333333333,0.1
836,2025-03-17 21:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),173.74166666666667,0.1
838,2025-03-17 21:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
839,2025-03-17 21:00:00+00:00,Thermal comfort,Temperature (°C),19.94463046666666,100.0
840,2025-03-17 22:00:00+00:00,Acoustics,Sound pressure (dB(A)),50.41666666666666,0.1
841,2025-03-17 22:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.5322290388548058,100.0
843,2025-03-17 22:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3691.5166666666664,0.1
844,2025-03-17 22:00:00+00:00,Air quality,Relative humidity (R.H.) (%),61.92666666666668,40.0
846,2025-03-17 22:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
847,2025-03-17 22:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),165.39166666666665,0.1
848,2025-03-17 22:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),147.72499999999997,0.1
850,2025-03-17 22:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
851,2025-03-17 22:00:00+00:00,Thermal comfort,Temperature (°C),20.283797133333323,100.0
852,2025-03-17 23:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.583333333333336,0.1
853,2025-03-17 23:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
855,2025-03-17 23:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2563.458333333333,0.1
856,2025-03-17 23:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.389999999999986,53.0
858,2025-03-17 23:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
859,2025-03-17 23:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),136.26666666666665,5.0
860,2025-03-17 23:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),121.85,0.1
862,2025-03-17 23:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
863,2025-03-17 23:00:00+00:00,Thermal comfort,Temperature (°C),19.36046380000001,100.0
864,2025-03-18 00:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.66666666666666,0.1
865,2025-03-18 00:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
867,2025-03-18 00:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1951.5416666666665,7.0
868,2025-03-18 00:00:00+00:00,Air quality,Relative humidity (R.H.) (%),58.40583333333335,57.0
870,2025-03-18 00:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
871,2025-03-18 00:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),110.8,20.0
872,2025-03-18 00:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),99.05,0.1
874,2025-03-18 00:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
875,2025-03-18 00:00:00+00:00,Thermal comfort,Temperature (°C),18.836214599999998,100.0
876,2025-03-18 01:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.66666666666666,0.1
877,2025-03-18 01:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
879,2025-03-18 01:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1535.6416666666667,38.0
880,2025-03-18 01:00:00+00:00,Air quality,Relative humidity (R.H.) (%),57.738333333333344,61.0
882,2025-03-18 01:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
883,2025-03-18 01:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),84.38333333333333,31.0
884,2025-03-18 01:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),76.63333333333334,0.1
886,2025-03-18 01:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
887,2025-03-18 01:00:00+00:00,Thermal comfort,Temperature (°C),18.43538126666666,100.0
888,2025-03-18 02:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.41666666666666,0.1
889,2025-03-18 02:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
891,2025-03-18 02:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1278.25,60.0
892,2025-03-18 02:00:00+00:00,Air quality,Relative humidity (R.H.) (%),57.22500000000002,63.0
894,2025-03-18 02:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
895,2025-03-18 02:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),67.40833333333333,39.0
896,2025-03-18 02:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),60.57499999999999,8.0
898,2025-03-18 02:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
899,2025-03-18 02:00:00+00:00,Thermal comfort,Temperature (°C),18.187047933333332,100.0
900,2025-03-18 03:00:00+00:00,Acoustics,Sound pressure (dB(A)),46.333333333333336,0.1
901,2025-03-18 03:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
903,2025-03-18 03:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1109.8249999999998,74.0
904,2025-03-18 03:00:00+00:00,Air quality,Relative humidity (R.H.) (%),57.02249999999998,64.0
906,2025-03-18 03:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
907,2025-03-18 03:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),54.475,45.0
908,2025-03-18 03:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),47.725,18.0
910,2025-03-18 03:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
911,2025-03-18 03:00:00+00:00,Thermal comfort,Temperature (°C),18.026214600000003,100.0
912,2025-03-18 04:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.0,0.1
913,2025-03-18 04:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
915,2025-03-18 04:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1025.4,81.0
916,2025-03-18 04:00:00+00:00,Air quality,Relative humidity (R.H.) (%),57.11500000000001,64.0
918,2025-03-18 04:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
919,2025-03-18 04:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),55.04166666666667,45.0
920,2025-03-18 04:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.375,18.0
922,2025-03-18 04:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
923,2025-03-18 04:00:00+00:00,Thermal comfort,Temperature (°C),17.909547933333336,100.0
924,2025-03-18 05:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.75,0.1
925,2025-03-18 05:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.4503476482617586,100.0
927,2025-03-18 05:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1679.3083333333334,26.0
928,2025-03-18 05:00:00+00:00,Air quality,Relative humidity (R.H.) (%),60.017499999999984,49.0
930,2025-03-18 05:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
931,2025-03-18 05:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.05000000000001,33.0
932,2025-03-18 05:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),73.79166666666666,0.1
934,2025-03-18 05:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
935,2025-03-18 05:00:00+00:00,Thermal comfort,Temperature (°C),17.9137146,100.0
936,2025-03-18 06:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.66666666666666,0.1
937,2025-03-18 06:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1228220858895705,100.0
939,2025-03-18 06:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1510.5,40.0
940,2025-03-18 06:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.949166666666656,50.0
942,2025-03-18 06:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
943,2025-03-18 06:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),73.83333333333333,39.0
944,2025-03-18 06:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),60.833333333333336,8.0
946,2025-03-18 06:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
947,2025-03-18 06:00:00+00:00,Thermal comfort,Temperature (°C),17.778714599999986,100.0
948,2025-03-18 07:00:00+00:00,Acoustics,Sound pressure (dB(A)),42.25,0.1
949,2025-03-18 07:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
951,2025-03-18 07:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1284.0285087719299,59.0
952,2025-03-18 07:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.294298245614044,53.0
954,2025-03-18 07:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
955,2025-03-18 07:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),63.37719298245613,44.0
956,2025-03-18 07:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.12719298245614,16.0
958,2025-03-18 07:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
959,2025-03-18 07:00:00+00:00,Thermal comfort,Temperature (°C),17.661697056140362,100.0
960,2025-03-18 08:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.583333333333336,34.0
961,2025-03-18 08:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
963,2025-03-18 08:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1149.05,70.0
964,2025-03-18 08:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.255000000000024,53.0
966,2025-03-18 08:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
967,2025-03-18 08:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),41.125,53.0
968,2025-03-18 08:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),37.291666666666664,23.0
970,2025-03-18 08:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
971,2025-03-18 08:00:00+00:00,Thermal comfort,Temperature (°C),17.574547933333335,100.0
972,2025-03-18 09:00:00+00:00,Acoustics,Sound pressure (dB(A)),43.5,15.0
973,2025-03-18 09:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
975,2025-03-18 09:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1054.125,78.0
976,2025-03-18 09:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.665000000000006,51.0
978,2025-03-18 09:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
979,2025-03-18 09:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),37.86666666666667,57.0
980,2025-03-18 09:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),32.11666666666667,29.0
982,2025-03-18 09:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
983,2025-03-18 09:00:00+00:00,Thermal comfort,Temperature (°C),17.4987146,100.0
984,2025-03-18 10:00:00+00:00,Acoustics,Sound pressure (dB(A)),46.41666666666666,0.1
985,2025-03-18 10:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
987,2025-03-18 10:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1905.5416666666665,10.0
988,2025-03-18 10:00:00+00:00,Air quality,Relative humidity (R.H.) (%),63.552499999999995,32.0
990,2025-03-18 10:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
991,2025-03-18 10:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),148.75833333333333,5.0
992,2025-03-18 10:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),122.54999999999998,0.1
994,2025-03-18 10:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
995,2025-03-18 10:00:00+00:00,Thermal comfort,Temperature (°C),18.10454793333333,100.0
996,2025-03-18 11:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.583333333333336,0.1
997,2025-03-18 11:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
999,2025-03-18 11:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1573.6916666666666,35.0
1000,2025-03-18 11:00:00+00:00,Air quality,Relative humidity (R.H.) (%),64.08083333333336,29.0
1002,2025-03-18 11:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1003,2025-03-18 11:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),157.4083333333333,2.0
1004,2025-03-18 11:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),118.15,0.1
1006,2025-03-18 11:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1007,2025-03-18 11:00:00+00:00,Thermal comfort,Temperature (°C),18.028714600000004,100.0
1008,2025-03-18 12:00:00+00:00,Acoustics,Sound pressure (dB(A)),59.5,0.1
1009,2025-03-18 12:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1011,2025-03-18 12:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1069.6583333333333,77.0
1012,2025-03-18 12:00:00+00:00,Air quality,Relative humidity (R.H.) (%),62.90583333333334,35.0
1014,2025-03-18 12:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
