time,field,value
2025-03-19 13:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 13:00:00+00:00,Temperature (°C),19.3176144333333
2025-03-19 14:00:00+00:00,Sound pressure (dB(A)),74.6666666666667
2025-03-19 14:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),30.1528220858896
2025-03-19 14:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),625.658333333333
2025-03-19 14:00:00+00:00,Relative humidity (R.H.) (%),67.3166666666667
2025-03-19 14:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 14:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),43.6
2025-03-19 14:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),36.0166666666667
2025-03-19 14:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 14:00:00+00:00,Temperature (°C),19.3026144333333
2025-03-19 15:00:00+00:00,Sound pressure (dB(A)),61.1
2025-03-19 15:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),19.4673006134969
2025-03-19 15:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2116.20833333333
2025-03-19 15:00:00+00:00,Relative humidity (R.H.) (%),68.8308333333334
2025-03-19 15:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 15:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),47.075
2025-03-19 15:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),39.875
2025-03-19 15:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 15:00:00+00:00,Temperature (°C),20.6009477666667
2025-03-19 16:00:00+00:00,Sound pressure (dB(A)),54.2727272727273
2025-03-19 16:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),14.001717791411
2025-03-19 16:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3782.56590909091
2025-03-19 16:00:00+00:00,Relative humidity (R.H.) (%),68.5964393939394
2025-03-19 16:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 16:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),47.85
2025-03-19 16:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),46.2666666666667
2025-03-19 16:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 16:00:00+00:00,Temperature (°C),21.6740538272727
2025-03-19 17:00:00+00:00,Sound pressure (dB(A)),53.6666666666667
2025-03-19 17:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),12.4050306748466
2025-03-19 17:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4667.40303030303
2025-03-19 17:00:00+00:00,Relative humidity (R.H.) (%),68.5117424242424
2025-03-19 17:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 17:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),111.883333333333
2025-03-19 17:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),86.05
2025-03-19 17:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 17:00:00+00:00,Temperature (°C),22.1259477666667
2025-03-19 18:00:00+00:00,Sound pressure (dB(A)),59.8333333333333
2025-03-19 18:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),8.06531697341513
2025-03-19 18:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2742.23333333333
2025-03-19 18:00:00+00:00,Relative humidity (R.H.) (%),67.3133333333333
2025-03-19 18:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 18:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),53.0166666666667
2025-03-19 18:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),46.0166666666667
2025-03-19 18:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 18:00:00+00:00,Temperature (°C),21.2084477666667
2025-03-19 19:00:00+00:00,Sound pressure (dB(A)),51.4166666666667
2025-03-19 19:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),1.02351738241309
2025-03-19 19:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),516.541666666667
2025-03-19 19:00:00+00:00,Relative humidity (R.H.) (%),65.6558333333333
2025-03-19 19:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 19:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),65.2916666666667
2025-03-19 19:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.4916666666667
2025-03-19 19:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 19:00:00+00:00,Temperature (°C),20.2417811
2025-03-19 20:00:00+00:00,Sound pressure (dB(A)),64.5833333333333
2025-03-19 20:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.941635991820041
2025-03-19 20:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),582.316666666667
2025-03-19 20:00:00+00:00,Relative humidity (R.H.) (%),66.8816666666667
2025-03-19 20:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 20:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),64.25
2025-03-19 20:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.6666666666667
2025-03-19 20:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 20:00:00+00:00,Temperature (°C),19.5901144333333
2025-03-19 21:00:00+00:00,Sound pressure (dB(A)),63.5
2025-03-19 21:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),15.7621676891616
2025-03-19 21:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2040.45
2025-03-19 21:00:00+00:00,Relative humidity (R.H.) (%),71.4616666666666
2025-03-19 21:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 21:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),191.833333333333
2025-03-19 21:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),167.583333333333
2025-03-19 21:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 21:00:00+00:00,Temperature (°C),20.5767811
2025-03-19 22:00:00+00:00,Sound pressure (dB(A)),69.9166666666667
2025-03-19 22:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),23.3125766871166
2025-03-19 22:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3277.79166666667
2025-03-19 22:00:00+00:00,Relative humidity (R.H.) (%),71.4371794871795
2025-03-19 22:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 22:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),230.891025641026
2025-03-19 22:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),202.641025641026
2025-03-19 22:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 22:00:00+00:00,Temperature (°C),21.6554990487179
2025-03-19 23:00:00+00:00,Sound pressure (dB(A)),56.5833333333333
2025-03-19 23:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),17.7682617586912
2025-03-19 23:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3569.15
2025-03-19 23:00:00+00:00,Relative humidity (R.H.) (%),70.5916666666667
2025-03-19 23:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 23:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),228.9
2025-03-19 23:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),206.316666666667
2025-03-19 23:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 23:00:00+00:00,Temperature (°C),21.5759477666667
2025-03-20 00:00:00+00:00,Sound pressure (dB(A)),47.5
2025-03-20 00:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),15.9668711656442
2025-03-20 00:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2838.425
2025-03-20 00:00:00+00:00,Relative humidity (R.H.) (%),69.5808333333334
2025-03-20 00:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 00:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),201.1
2025-03-20 00:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),182.1
2025-03-20 00:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 00:00:00+00:00,Temperature (°C),20.5566255
2025-03-20 01:00:00+00:00,Sound pressure (dB(A)),45
2025-03-20 01:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),14.308773006135
2025-03-20 01:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2472
2025-03-20 01:00:00+00:00,Relative humidity (R.H.) (%),69.2108333333333
2025-03-20 01:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 01:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),189.616666666667
2025-03-20 01:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),172.783333333333
2025-03-20 01:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 01:00:00+00:00,Temperature (°C),19.9724588333333
2025-03-20 02:00:00+00:00,Sound pressure (dB(A)),45.7272727272727
2025-03-20 02:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),12.030981595092
2025-03-20 02:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2634.42045454546
2025-03-20 02:00:00+00:00,Relative humidity (R.H.) (%),70.2784090909091
2025-03-20 02:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 02:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),183.371212121212
2025-03-20 02:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),164.787878787879
2025-03-20 02:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 02:00:00+00:00,Temperature (°C),19.6159436818182
2025-03-20 03:00:00+00:00,Sound pressure (dB(A)),44.1666666666667
2025-03-20 03:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),11.340572597137
2025-03-20 03:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2442.31666666667
2025-03-20 03:00:00+00:00,Relative humidity (R.H.) (%),70.0741666666667
2025-03-20 03:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 03:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),163.058333333333
2025-03-20 03:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),148.308333333333
2025-03-20 03:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 03:00:00+00:00,Temperature (°C),19.3049588333333
2025-03-20 04:00:00+00:00,Sound pressure (dB(A)),44.5833333333333
2025-03-20 04:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),15.6598159509202
2025-03-20 04:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2740.9
2025-03-20 04:00:00+00:00,Relative humidity (R.H.) (%),72.1766666666667
2025-03-20 04:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 04:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),188.366666666667
2025-03-20 04:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),152.866666666667
2025-03-20 04:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 04:00:00+00:00,Temperature (°C),19.2757921666667
2025-03-20 05:00:00+00:00,Sound pressure (dB(A)),40.0833333333333
2025-03-20 05:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),25.6902862985685
2025-03-20 05:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2483.49166666667
2025-03-20 05:00:00+00:00,Relative humidity (R.H.) (%),71.9008333333333
2025-03-20 05:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 05:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),139.933333333333
2025-03-20 05:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),124.516666666667
2025-03-20 05:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 05:00:00+00:00,Temperature (°C),19.1282921666667
2025-03-20 06:00:00+00:00,Sound pressure (dB(A)),40.6666666666667
2025-03-20 06:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),24.4620654396728
2025-03-20 06:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2205.21666666667
2025-03-20 06:00:00+00:00,Relative humidity (R.H.) (%),71.2641666666667
2025-03-20 06:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 06:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),125.6
2025-03-20 06:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),109.433333333333
2025-03-20 06:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 06:00:00+00:00,Temperature (°C),18.9799588333333
2025-03-20 07:00:00+00:00,Sound pressure (dB(A)),44
2025-03-20 07:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),23.3566666666667
2025-03-20 07:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1993.01666666667
2025-03-20 07:00:00+00:00,Relative humidity (R.H.) (%),70.9891666666667
2025-03-20 07:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 07:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),97.9833333333333
2025-03-20 07:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),92.4833333333333
2025-03-20 07:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 07:00:00+00:00,Temperature (°C),18.8399588333333
2025-03-20 08:00:00+00:00,Sound pressure (dB(A)),50
2025-03-20 08:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),18.8327198364008
2025-03-20 08:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1879.88333333333
2025-03-20 08:00:00+00:00,Relative humidity (R.H.) (%),71.9608333333333
2025-03-20 08:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 08:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),201.175
2025-03-20 08:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),154.725
2025-03-20 08:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 08:00:00+00:00,Temperature (°C),18.8391255
2025-03-20 09:00:00+00:00,Sound pressure (dB(A)),56.5
2025-03-20 09:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),3.84842535787321
2025-03-20 09:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),508.075
2025-03-20 09:00:00+00:00,Relative humidity (R.H.) (%),68.6866666666667
2025-03-20 09:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 09:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),26
2025-03-20 09:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),18.6166666666667
2025-03-20 09:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 09:00:00+00:00,Temperature (°C),18.5157921666667
2025-03-20 10:00:00+00:00,Sound pressure (dB(A)),62.5
2025-03-20 10:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),1.76044989775051
2025-03-20 10:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),568.7
2025-03-20 10:00:00+00:00,Relative humidity (R.H.) (%),70.1841666666667
2025-03-20 10:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 10:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),118.3
2025-03-20 10:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),85.625
2025-03-20 10:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 10:00:00+00:00,Temperature (°C),18.4457921666667
2025-03-20 11:00:00+00:00,Sound pressure (dB(A)),76
2025-03-20 11:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.45644171779141
2025-03-20 11:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),753.4
2025-03-20 11:00:00+00:00,Relative humidity (R.H.) (%),71.1741666666667
2025-03-20 11:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 11:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),319.6
2025-03-20 11:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),222.358333333333
2025-03-20 11:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 11:00:00+00:00,Temperature (°C),18.6174588333333
2025-03-20 12:00:00+00:00,Sound pressure (dB(A)),70.75
2025-03-20 12:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 12:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),461.391666666667
2025-03-20 12:00:00+00:00,Relative humidity (R.H.) (%),70.635
2025-03-20 12:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 12:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),76.1666666666667
2025-03-20 12:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),55.4333333333333
2025-03-20 12:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 12:00:00+00:00,Temperature (°C),18.3949588333333
2025-03-20 13:00:00+00:00,Sound pressure (dB(A)),60.75
2025-03-20 13:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 13:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),459.175
2025-03-20 13:00:00+00:00,Relative humidity (R.H.) (%),70.335
2025-03-20 13:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 13:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),38.8
2025-03-20 13:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),28.5916666666667
2025-03-20 13:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 13:00:00+00:00,Temperature (°C),18.5349588333333
2025-03-20 14:00:00+00:00,Sound pressure (dB(A)),59.3333333333333
2025-03-20 14:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 14:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),478.842514124294
2025-03-20 14:00:00+00:00,Relative humidity (R.H.) (%),70.235593220339
2025-03-20 14:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 14:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),27.0946327683616
2025-03-20 14:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.2245762711864
2025-03-20 14:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 14:00:00+00:00,Temperature (°C),18.6596904717514
2025-03-20 15:00:00+00:00,Sound pressure (dB(A)),65.5
2025-03-20 15:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 15:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1450.28333333333
2025-03-20 15:00:00+00:00,Relative humidity (R.H.) (%),71.3825
2025-03-20 15:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 15:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),84.7166666666667
2025-03-20 15:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),65.7166666666667
2025-03-20 15:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 15:00:00+00:00,Temperature (°C),19.6057921666667
2025-03-20 16:00:00+00:00,Sound pressure (dB(A)),58.0833333333333
2025-03-20 16:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 16:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2245.29166666667
2025-03-20 16:00:00+00:00,Relative humidity (R.H.) (%),71.9225
2025-03-20 16:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 16:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),70.4416666666667
2025-03-20 16:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.2583333333333
2025-03-20 16:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 16:00:00+00:00,Temperature (°C),20.2474588333333
2025-03-20 17:00:00+00:00,Sound pressure (dB(A)),49.1666666666667
2025-03-20 17:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 17:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2905.18333333333
2025-03-20 17:00:00+00:00,Relative humidity (R.H.) (%),70.2608333333333
2025-03-20 17:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 17:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),51.875
2025-03-20 17:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),41.4583333333333
2025-03-20 17:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 17:00:00+00:00,Temperature (°C),21.2607921666667
2025-03-20 18:00:00+00:00,Sound pressure (dB(A)),53.25
2025-03-20 18:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 18:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2888.60833333333
2025-03-20 18:00:00+00:00,Relative humidity (R.H.) (%),69.1483333333333
2025-03-20 18:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 18:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),62.0416666666667
2025-03-20 18:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),43.375
2025-03-20 18:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 18:00:00+00:00,Temperature (°C),21.5666255
2025-03-20 19:00:00+00:00,Sound pressure (dB(A)),42.75
2025-03-20 19:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-20 19:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),736.775
2025-03-20 19:00:00+00:00,Relative humidity (R.H.) (%),65.6
2025-03-20 19:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 19:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),33.8
2025-03-20 19:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.4166666666667
2025-03-20 19:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 19:00:00+00:00,Temperature (°C),20.4699588333333
2025-03-20 20:00:00+00:00,Sound pressure (dB(A)),57.25
2025-03-20 20:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),47.2455623721881
2025-03-20 20:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1024.18333333333
2025-03-20 20:00:00+00:00,Relative humidity (R.H.) (%),67.5066666666667
2025-03-20 20:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 20:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),48.575
2025-03-20 20:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),32.075
2025-03-20 20:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 20:00:00+00:00,Temperature (°C),20.1374588333333
2025-03-20 21:00:00+00:00,Sound pressure (dB(A)),60.1666666666667
2025-03-20 21:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),245.42309202454
2025-03-20 21:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2851.15333333333
2025-03-20 21:00:00+00:00,Relative humidity (R.H.) (%),71.445
2025-03-20 21:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 21:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),118.4
2025-03-20 21:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),77.54
2025-03-20 21:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 21:00:00+00:00,Temperature (°C),21.4437921666667
2025-03-20 22:00:00+00:00,Sound pressure (dB(A)),59.0833333333333
2025-03-20 22:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),230.311881390593
2025-03-20 22:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4104.61666666667
2025-03-20 22:00:00+00:00,Relative humidity (R.H.) (%),71.875
2025-03-20 22:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 22:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.1916666666667
2025-03-20 22:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),69.8416666666667
2025-03-20 22:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 22:00:00+00:00,Temperature (°C),22.2416255
2025-03-20 23:00:00+00:00,Sound pressure (dB(A)),41.9166666666667
2025-03-20 23:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),184.642535787321
2025-03-20 23:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4175.59166666667
2025-03-20 23:00:00+00:00,Relative humidity (R.H.) (%),71.1283333333333
2025-03-20 23:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-20 23:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),81.9083333333333
2025-03-20 23:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),70.2916666666667
2025-03-20 23:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-20 23:00:00+00:00,Temperature (°C),21.8632921666667
2025-03-21 00:00:00+00:00,Sound pressure (dB(A)),39.8333333333333
2025-03-21 00:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),141.781349693252
2025-03-21 00:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3773.69621212121
2025-03-21 00:00:00+00:00,Relative humidity (R.H.) (%),71.7416666666667
2025-03-21 00:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-21 00:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),67.9772727272727
2025-03-21 00:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),57.5333333333333
2025-03-21 00:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-21 00:00:00+00:00,Temperature (°C),20.6549139181818
2025-03-21 01:00:00+00:00,Sound pressure (dB(A)),39.4166666666667
2025-03-21 01:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),110.826462167689
2025-03-21 01:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3316.70833333333
2025-03-21 01:00:00+00:00,Relative humidity (R.H.) (%),72.725
2025-03-21 01:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-21 01:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),91.6083333333333
2025-03-21 01:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),76.0833333333333
2025-03-21 01:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-21 01:00:00+00:00,Temperature (°C),20.1950654333333
2025-03-21 02:00:00+00:00,Sound pressure (dB(A)),39.25
2025-03-21 02:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),90.9730484451026
2025-03-21 02:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3043.4683908046
